token_id,collection_name,current_price,predicted_price,pricing,Mouth,Background,Fur,Clothes,Eyes,Hat,Earring,image_url,contract_address,timestamp
3991,BoredApeYachtClub,85.01,88.6575,underpriced,Grin Multicolored,Yellow,Golden Brown,Wool Turtleneck,Crazy,Sea Captain's Hat,,https://lh3.googleusercontent.com/hepY2OioFC-CTac5xoMZksc2miUroRtPdObDu_lrQLVXY6uK_rOtN9MrvI--ii4sXyBqd9DorLREsWJlbD8gd2tOLGtepRme2Q-vcw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:08:29.231644
3993,BoredApeYachtClub,125.0,134.851,underpriced,Grin,Orange,Brown,Tuxedo Tee,Heart,Cowboy Hat,,https://lh3.googleusercontent.com/9IgecZpfFRumL6-ILmKQKqYdMa4iSmIYuxGgODSUrbygYS5BCM75ZTF1TYZk2LzAKOoBYdaixY30aUtCdtm1BqP70jOv1hV5QKy0,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:08:32.506828
4004,BoredApeYachtClub,130.0,120.38100000000001,overpriced,Bored,Yellow,Dmt,Navy Striped Tee,Bored,Fez,,https://lh3.googleusercontent.com/Omlvnoh7gpnHc84Rhl1-R2kgSODW7jBNIoxLnjLWGUqT8GDEwrG_Pbl1tUPHBcaSgnu9QRZ_Ng7ABElDX7-JdXJNrhmPq_VvlXt7tg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:29:56.726036
4006,BoredApeYachtClub,73.12,81.09089999999996,underpriced,Bored,Aquamarine,Dark Brown,,Cyborg,Army Hat,Silver Stud,https://lh3.googleusercontent.com/CiLTxoK_Jmoa2QnuFyPktHUjnGE7AYOz9P2BCOeuQUMXdS_lZUVbxl3IyXerbfNBSHao_eCEenmwfwD6NvHwhPUdW4SMfVhkRRTXoyo,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:30:00.072396
4010,BoredApeYachtClub,73.12,84.74799999999996,underpriced,Phoneme Vuh,New Punk Blue,Gray,,Sad,Safari,Gold Stud,https://lh3.googleusercontent.com/DM0Y_wnY5Phnvw8IubiznbwwD7MBjNRILVvhE5fbGDsvVPNtFfUsNRZXS3w0nhGlMS7oooR91wNPVKnjafEH4PF2V5n6gnS1PaZ7DQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:30:06.350379
4018,BoredApeYachtClub,95.01,94.16499999999999,overpriced,Grin Gold Grill,New Punk Blue,Brown,,Blindfold,Short Mohawk,,https://lh3.googleusercontent.com/-Db5q9v8XF1zafvX4KiJGy1273pexo1_SG1WmoCbXVlkJQXAPBLz9Opn6_VujNmLXrON52ElKQeLjbGpDjE-1P_YUdBYN_LVE4O2T70,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:30:19.549935
4023,BoredApeYachtClub,420.69,255.0845,overpriced,Rage,Orange,White,Leather Jacket,Sad,Bowler,,https://lh3.googleusercontent.com/TtLendz5qbKjbX-VgqUmN3BZgh0gnqSQxV1QHLpwGoZq3WvR-GApjDJfor_-dDTAFFdJRPgUdsuYlHUpT2aRN2Ryto_CpSc-lSD_,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:30:27.371471
4024,BoredApeYachtClub,86.3,94.53299999999997,underpriced,Phoneme Vuh,Orange,Death Bot,,Bored,Seaman's Hat,,https://lh3.googleusercontent.com/J8xy6qs7ZwHXNmW-SxeKsIF_xh90_yyGq-g4Xn51LOK_dJZ0Z_pEBoL_3jr0yPSedhVQCXkjMfOCzgIexNDvLSft7pL3BiWfY2H3wp8,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:30:28.976210
4025,BoredApeYachtClub,84.3,81.50499999999997,overpriced,Bored,Blue,Robot,,Robot,,,https://lh3.googleusercontent.com/aalrZNXn8HRYWDFrej6zMw7z5fInhz39NOH96YaJvzcSg_M885SvutigyA0H8Nf2jUfNhZWYpZI00Fqn0Hae7ygh-U4_k8BxXQ3hLEw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:30:30.681863
4026,BoredApeYachtClub,73.12,77.95249999999996,underpriced,Phoneme Oh,Purple,Black,Striped Tee,Scumbag,Fez,Silver Hoop,https://lh3.googleusercontent.com/yXsAAMoRbm-JCQGrzpSGVldj5q5mgiLytwofP4n_bcxnQ3DqELrxB8UQvHqUgiC6oZwAnc0VvKJYfOaDjEl0GRS2Qwn4uCcnQdSWrA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:30:32.250384
4027,BoredApeYachtClub,73.12,81.44549999999997,underpriced,Bored,Blue,Cream,Bayc T Red,Wide Eyed,Faux Hawk,Silver Hoop,https://lh3.googleusercontent.com/FHeIl9HnPGq-IfXJww_Vgl5eOQ_A-Ixtw_KFloMjiJU_RNoeFXVJKJB-GMxCvr1yAI75Z9RF2pj2PEHRhTTTX8BhtM7SJpcSZ6E5ww,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:30:33.836335
4030,BoredApeYachtClub,73.12,84.45199999999996,underpriced,Rage,Yellow,Brown,Guayabera,Closed,Seaman's Hat,Gold Hoop,https://lh3.googleusercontent.com/uLO1spjLFwyZtO5I4DwaU4NJ3YJum6PWM1s86lRaEQEGMUHXDWjgC7quI6do6JZXdeXbiFs33AkRRbUuDNFItv7p_sC3ORS6g4dkAQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:30:39.899324
4031,BoredApeYachtClub,84.3,83.14299999999997,overpriced,Small Grin,Yellow,Robot,Stunt Jacket,Eyepatch,Vietnam Era Helmet,Gold Stud,https://lh3.googleusercontent.com/ksHRNepsDCOvG95iYnZNaqSBVyxJY7ZZX0dlrDKBKZ442KkTOv0yUPfsz39xz1OEgESJgnQuQlzur4v704WX2jYk-jG5FTyy8mUS,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:30:41.594820
4032,BoredApeYachtClub,80.0,88.30049999999999,underpriced,Discomfort,Army Green,Black,Leather Jacket,Bored,Horns,,https://lh3.googleusercontent.com/J0MNE2OmoGW8d-adnj81-eWzFHk7ShSGDCj_dF9f2o62xMGkd1CdoY7QlLWTwpFtu_Qc9KqpJi1KhU9uGBd5G4crDQouBcIDY7KgzuM,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:30:43.311746
4044,BoredApeYachtClub,85.01,89.07,underpriced,Grin Multicolored,New Punk Blue,Red,Tanktop,Bored,Bayc Flipped Brim,,https://lh3.googleusercontent.com/oI56ylxDIeM9EJktWgdKfXBI9HCBfvBbcqTjLN8sMOeVXQFeCENPeC4c-xAMJVCIhLF-DjEohxlH7OcA87wWLm-b34PvGQAmY0MG,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:31:02.641163
4046,BoredApeYachtClub,95.01,122.64800000000005,underpriced,Grin Gold Grill,Purple,Cream,Sailor Shirt,Scumbag,Short Mohawk,Gold Hoop,https://lh3.googleusercontent.com/ffGyX3cnFBUNUUJK2XCK9QG1EkS3933MCXUdscN2zKr_u0EBp4n-86eVDmfyXkMhJyxfc4PQ9qCQJAURmXcsrKJ03BitkbM41LntNg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:31:05.928807
4052,BoredApeYachtClub,106.69,105.08950000000002,overpriced,Bored Unshaven,Army Green,White,Striped Tee,Bored,,,https://lh3.googleusercontent.com/4wWvwngAV2NDniAEIDlqDAByb_iV7Ky6vkbIk1ffOVYn75XoK_o_iYeJ5iyoLCqMdEa62myh5Fw4YG4oIJAqR9f_0UQqW769agkL,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:31:15.746948
4053,BoredApeYachtClub,70.0,85.02950000000001,underpriced,Bored,Gray,Black,Cowboy Shirt,Bored,Halo,,https://lh3.googleusercontent.com/YF1svfoE_8E1-7y78dT3tUiBMDOQ5bWgTbxd7uVk2SGedjae3w0vuBapQa12lBLtTDYys5264KuHC0H0aiXWNYg3lSzMeLt8SWJ_,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:31:17.468948
4054,BoredApeYachtClub,73.12,104.99899999999998,underpriced,Discomfort,Army Green,Dmt,Lumberjack Shirt,Blindfold,Beanie,,https://lh3.googleusercontent.com/doCGbnqNpO4S85i6175WxdnJvdvjysB6o1bhkCghBlifC03-H01yxdKxIX4dzzL8RbzjeiDMcurA4VX46AiLauJHFBW0gmmJ9bssNP4,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:31:19.100744
4055,BoredApeYachtClub,73.12,100.98529999999997,underpriced,Phoneme Wah,New Punk Blue,Brown,Bandolier,Sunglasses,Fisherman's Hat,Silver Stud,https://lh3.googleusercontent.com/imcc5Z262xx9sgEiqmTZU8ZhFpcZKeOt9VwqzqyEjiw3hb1eR4fz-Nf35YaYNyLCW7286Lwt0qrQXoBjZ4nE9can7-Spuk7GW_OkhA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:31:20.687013
4066,BoredApeYachtClub,125.01,158.508,underpriced,Dumbfounded,Orange,White,Hip Hop,Sleepy,King's Crown,,https://lh3.googleusercontent.com/uieRBXVFuPukWEIsaPkYAhQgx76t0MUiFzOR1TQqM0AxAb884H2BuyotZ0ZXif9iWerUxnkmF9WQcGzsasch8aQ-Gxk_Q4LBlDsfyA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:31:38.354629
4068,BoredApeYachtClub,139.0,86.27149999999997,overpriced,Phoneme L,Gray,Pink,,Bored,Bayc Hat Red,Silver Stud,https://lh3.googleusercontent.com/UAuNiv989ZdmObBlWFBMKmABvdFNoRicydzTQw3g9-siH1Td55GbN8byjvFkBEKKDIpO9HaBJe5ymNEsJNFPvEq-CX_J0iBx-sSU,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:31:41.942721
4069,BoredApeYachtClub,88.0,116.1025,underpriced,Bored,Orange,White,,Heart,,,https://lh3.googleusercontent.com/v6rMpQNfcXaoLXOJFHPVexcQI2XZugbt_TfTplN__0mFtMCIPw6cMgGvCXPANMmTXHWgbk3XTHyyvaHpllrFxUFGqmRmfBbkFtDt,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:31:43.494568
4074,BoredApeYachtClub,73.12,75.55249999999997,underpriced,Bored Unshaven Cigarette,New Punk Blue,Brown,Navy Striped Tee,3d,Girl's Hair Pink,Silver Hoop,https://lh3.googleusercontent.com/esiTc5kg9AL5Qb5wJUtlSVJarGIP5abJd6k7va-AbUszKAJr-PFc4IJgGJWjOaFNr8n3ucdRC9HNA8w3-0aybeuSIxGhYujBmrMTSw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:31:51.032091
4075,BoredApeYachtClub,95.01,99.28349999999998,underpriced,Grin Gold Grill,Gray,Brown,Sleeveless Logo T,Sunglasses,Sea Captain's Hat,,https://lh3.googleusercontent.com/6ql2jyL5TW8Wh6RrkVhqeDAC8LwhmWt5VEUwzlUsjQGjPFJF4kWvvS3YjqyLWapoj41I1-v0RdNRWfI4ofetbWJDtHW1jCKmlgxX,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:31:52.744402
4084,BoredApeYachtClub,73.12,97.375,underpriced,Discomfort,Yellow,Brown,Hawaiian,Sleepy,Baby's Bonnet,Silver Stud,https://lh3.googleusercontent.com/SfttwWjSWwW1e6E26OCQC70c2sriZh3CRPTugQN-hcolBVZ1O0ZJJ7-LxfGrInY7ztUci_zEqEJU7zuBvxQel7Q10iTxOo0-bCsgdQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:32:06.902525
4087,BoredApeYachtClub,84.3,93.12909999999998,underpriced,Bored Unshaven,Yellow,Robot,Black Holes T,Scumbag,Baby's Bonnet,Gold Stud,https://lh3.googleusercontent.com/AgWwH6tQ0C2f1B8iGcTsrVj9ceB-glN68mnsIwi96aMzLiuhI8EIVu4bwQfnHY10IPbgzhm6ZMH702DlzUdrBwlIlfWfK3Udlv94YQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:32:11.552285
4088,BoredApeYachtClub,85.01,91.91550000000001,underpriced,Grin Multicolored,Orange,Brown,Biker Vest,Laser Eyes,Fisherman's Hat,,https://lh3.googleusercontent.com/gzGh4b5_btspgo6WiG22p9XF25trFrHSxO6X1EN3ucH9OCOnoGhTn4WN59Hgg5H07SteVnABIXWVq82GAo-6T3HT4gT544fdubWFnQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:32:13.454364
4090,BoredApeYachtClub,188.0,166.96300000000002,overpriced,Bored Unshaven Pipe,Purple,Dmt,Guayabera,Robot,Cowboy Hat,,https://lh3.googleusercontent.com/rdX0DEF0WlSdp4ZbL0pFu0OnUw7cYP1pKzZnXqhyjhEeP7VaXFFo3Wqgp2hAuCLF3p_YjxygRSidv_h7dvtjlfIeqMGxOtdg3-o1Sw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:32:16.601075
4091,BoredApeYachtClub,73.12,81.128,underpriced,Bored Party Horn,Yellow,Dark Brown,Lab Coat,Closed,Bowler,,https://lh3.googleusercontent.com/MFpdjvAU1e_91EB5M7oq5dCHe9lF2TyDRNgLzUgKrJPA8K4Gqn2ntNLBa34NabmqMI8mtwoOurQRrB7N8I1wKIeK3VRfXXsTCcv1,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:32:18.259971
4092,BoredApeYachtClub,73.12,88.03099999999998,underpriced,Bored Cigarette,Purple,White,Lumberjack Shirt,Sad,Girl's Hair Short,Silver Stud,https://lh3.googleusercontent.com/Yz4wkG0MFPizYvps7l5iOLTOBAH3jIGjOmzGXIbfgMleOHsyhHpT8oKWVO4rpBJn5jEx08_DdWPJuOy8sl0c9A7L_7LqHPtwBeAnGQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:32:19.963515
4094,BoredApeYachtClub,73.12,73.21399999999997,underpriced,Phoneme  ooo,Aquamarine,Brown,Caveman Pelt,Hypnotized,,Gold Stud,https://lh3.googleusercontent.com/alMWZNYpLY2a93zBacYWJ8pGf2Td0r325B3fBRCgOF6kphyRONlfolHWaJ8Mgkzy3FVDE6GBPs4-Ib1Og1zUnW8pbOKZqTSL8JQH,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:32:23.120696
4101,BoredApeYachtClub,95.0,90.624,overpriced,Bored Unshaven,Orange,Noise,,Bored,,,https://lh3.googleusercontent.com/m9qGq1q4f3rLp8fzJ_j43QF4gXFyikbJHfGAWlOkGzzQX907yXbol4kuuGjJncDztjL9iBiAnposjg_Umz6c5EbIThEWjCn80FRE66M,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:32:34.836961
4108,BoredApeYachtClub,78.88,86.20245000000003,underpriced,Bored Cigarette,Orange,Dark Brown,Black Suit,Bored,Bayc Hat Black,,https://lh3.googleusercontent.com/vkEDWlfPJ1SXn38jSi_fq4VMWX3xrADVPTWWERmZWzm_h5jXqMO8pB68oYbhe8IULcvjomawkQrbUtoUfRbRciOhR97OLcEa3B4WgQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:32:45.966496
4110,BoredApeYachtClub,73.12,81.90249999999996,underpriced,Bored Cigar,Orange,Dark Brown,Hip Hop,Eyepatch,Irish Boho,,https://lh3.googleusercontent.com/G8R0duySUA5_iNoC6-usUEbeXLUCBImSFchuRdKWxfij6vzMvEwzYFrQR3kBkK-1vrxOqi2Q5dVIiepwr5fdnKEF8z3mIqmRlBugnCM,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:32:49.123505
4114,BoredApeYachtClub,73.12,101.64764999999997,underpriced,Bored Party Horn,Yellow,Golden Brown,Bandolier,Robot,Fisherman's Hat,,https://lh3.googleusercontent.com/gu_U78GHBhy4vAnagEjirsVwKkFxC7XgOGVrBMFyweu8pbMH2UCUcRmC3JwE4VHUZm0Cl9Bg1MlNEO8hQCLH2a9eXmwV8DNQeSnycQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:32:55.528122
4115,BoredApeYachtClub,73.12,88.84049999999998,underpriced,Bored Unshaven,Orange,Brown,Navy Striped Tee,Holographic,Bunny Ears,Silver Stud,https://lh3.googleusercontent.com/zNIpZPb5Ali5h-IgaOUujFl4h8qq8hqFX_-wHVQGtHnSy0rfXAX8iCPTXtloMrES1DiXsV2HE62Uv5c0wcTzMmrtx6SRVRk-UlJ7qA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:32:57.074060
4123,BoredApeYachtClub,73.12,75.77149999999997,underpriced,Phoneme  ooo,New Punk Blue,Cream,,Cyborg,Seaman's Hat,,https://lh3.googleusercontent.com/zlJgr7z7NQk3LkE4MIpJLuhxQ4z2DzYQRjL9U1pWRDTiPp_Njx3pCb-eND1yfTjbfKvC6RwC48xOoft7Z5kbh1VCFa6r0Ew5CVY3,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:33:09.444235
4147,BoredApeYachtClub,440.0,95.49449999999997,overpriced,Bored Cigarette,Aquamarine,Noise,Bone Necklace,Bored,Bunny Ears,,https://lh3.googleusercontent.com/4yBvqotHUstmvZVToVgn87daepw-DGjKuWVPGCy9SbwuLencaraGcU1hmsVX3kTvdG7thtnNPRN-Hk-EECC5y2OtNheBRuzekOhszQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:33:46.908735
4153,BoredApeYachtClub,999.0,271.6525,overpriced,Bored Unshaven,Purple,Brown,Leather Punk Jacket,Bloodshot,Laurel Wreath,,https://lh3.googleusercontent.com/F9Zinyn0Gb6Deuokd-2x593bLd85HDX1hg17d3NZiSqSrJl26Oe7ljo9cDcoAxDXg8TWrWzlRhWtgrMyyjCcnKzEeYjy42a16qAP,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:33:56.264901
4157,BoredApeYachtClub,115.0,116.1855,underpriced,Bored,Purple,Golden Brown,Bayc T Black,Wide Eyed,Vietnam Era Helmet,,https://lh3.googleusercontent.com/XoTZU-JzfisFXBJ3vEt5_byO9-wcl1kRVWKoWeNQq_8xYWe-kfHLrx2LAzQligjArvqnn2TWMdVm0Gk_xEAIDQ6K8_ghkd9WPLaQhCo,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:34:02.320902
4165,BoredApeYachtClub,250.0,97.87759999999996,overpriced,Dumbfounded,Blue,Brown,Tie Dye,Closed,Bowler,Silver Stud,https://lh3.googleusercontent.com/-706iQmTnV6N7aqbCj5MGpHsEvrBknwpBjoVJFjbPogUUar0wjpsLp2wlxIvcGZjAFmZKtcz-2j510MfR9P0H_NeBDJ3xaqrTUPdaxo,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:34:15.112590
4169,BoredApeYachtClub,85.5,82.203,overpriced,Dumbfounded,Aquamarine,Death Bot,Toga,Wide Eyed,Bayc Flipped Brim,,https://lh3.googleusercontent.com/vLphmt_gwAA350tmiMMFgEKPInpgMFliS1QKXehltaWgWwVNtiov2VxF41Qt3sLXtLSTG4jAmdnDKWgWMO_8w_FEvXQPydSxtlwo3w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:34:21.443715
4176,BoredApeYachtClub,73.12,95.76149999999998,underpriced,Jovial,Gray,Death Bot,Tweed Suit,Closed,Bowler,,https://lh3.googleusercontent.com/Y1eBUrhn5TMiY1cqmBRrvKDXs2aD50NIFnF9cip7MyNE6XC_P-o-mQOWNauJkADct1ib7-BMnJWAkskJre5dqV1vwWyST7NsvtSs6w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:34:33.049246
4181,BoredApeYachtClub,73.12,80.41749999999999,underpriced,Bored Unshaven,Gray,Robot,Blue Dress,Bored,Sea Captain's Hat,Silver Hoop,https://lh3.googleusercontent.com/PCtDFbZ73zJ9747WG1-sp8LlejInL3LBF0hgMMe2gOjLg8zltDa_rHNxXkvrkOa98cLSaUqgLmHmXRm8chD3cOBULGbG_qaBREDWiQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:34:41.291961
4183,BoredApeYachtClub,73.12,78.51299999999999,underpriced,Grin,Purple,Black,Black T,Coins,Bandana Blue,Silver Stud,https://lh3.googleusercontent.com/sZJ8bSNPBZ-NDf4oHZXTcK8ibBBLjU4iaXsNQ3GSt6XtwpDHfqNc9Kgtz9OFnNJtE4zbWWKRV_Hu1c4ymQ2a0iK9_RGQHr8ikZX8,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:34:44.433677
4184,BoredApeYachtClub,150.069,161.85179999999997,underpriced,Bored,Orange,Black,Tweed Suit,Bored,Beanie,,https://lh3.googleusercontent.com/zx3OfwKxrbrktCz5wyQVVIU6oA8FqcWMHUVsJ-PPp416L0mvkfIApENnognlXSYKp_vrKFvKU6e-G2fU_ZLE78V6lXvi87CWVJaADw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:34:45.987583
4187,BoredApeYachtClub,118.88,111.17249999999999,overpriced,Bored Unshaven Bubblegum,Yellow,Dmt,Navy Striped Tee,Closed,Faux Hawk,,https://lh3.googleusercontent.com/FG7-cb_OUhoFh1-2DG6LRg98hcWKcaB87o_P1GkVP8gzsdC5nlGsIcHBMA0rfBkvErrsyWGwNkRnVKFJ5Ihciy8KhOUoXgUGXcQ9,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:34:50.861905
4192,BoredApeYachtClub,123.4567,92.63099999999997,overpriced,Bored Unshaven,Purple,Golden Brown,,Bloodshot,Bayc Flipped Brim,Silver Stud,https://lh3.googleusercontent.com/FFE_fpx2k1JZ7-Fmg5qeLSxT6n-KNPjB8AodpsPA8D0ixE3Vh7ssUsAAv0SwjIaObfTQn5hiqOCxpEb8O1q7k1cJCVsD5hzhprJgQw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:34:58.914812
4196,BoredApeYachtClub,73.12,74.46399999999997,underpriced,Bored,Orange,Brown,Rainbow Suspenders,Bored,Short Mohawk,Gold Hoop,https://lh3.googleusercontent.com/KKw3M2cvLQGX9xzUiUZKYmzPsdGhRJdEMGjLVj4zt95uO6zLQZf-BXNZZ7yXaLUwsOYyIjs_KmBZifI5BajKibLRML4NsxrPjD9MzA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:35:05.382737
4201,BoredApeYachtClub,73.12,93.65895,underpriced,Bored,Aquamarine,Blue,Lab Coat,Bored,Girl's Hair Pink,Silver Stud,https://lh3.googleusercontent.com/PlnjDywDaeIYxAw98Rp1sFDypgWYQw1F4Qrv45bKYMJiq9dwM2J1sNFAK8gjOzxHGsaxNlwGCrEUwmsaWJ7edPNB3LfMzRBU7iBOvFk,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:35:13.224397
4202,BoredApeYachtClub,350.0,126.08149999999998,overpriced,Bored Cigarette,New Punk Blue,Dark Brown,Hip Hop,Bored,,,https://lh3.googleusercontent.com/Ff6uZv1WydHBJgU1G5pXY8lmwLrjbIi8HlBeIMQQ0WL4E06fv6I1O-RoKQRd8LOloIOOK85szKR9ueN-9n5LRZIeEu711klCfcqoqw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:35:14.889777
4205,BoredApeYachtClub,70.0,71.751,underpriced,Bored,Orange,Brown,Bone Tee,Closed,,,https://lh3.googleusercontent.com/AaSFtU2eSi6q4dSkgfKkFMQfYdJoXhQqaKOMd5Zzr7wMMd0x2X3iH_RPxA2JTNAJBCrag6vph3gNKesv-FqkozIRxf62SMI7XeUT,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:35:19.610268
4206,BoredApeYachtClub,100.01,121.54750000000004,underpriced,Jovial,Orange,Zombie,Wool Turtleneck,Bloodshot,Trippy Captain's Hat,,https://lh3.googleusercontent.com/dduZilHD3G1iz98y47q7TvvGE1OoAqCOVL4SQIK6_p0Tim-vq9bvU7foeRYGhUkK8SHXi4TCYrOP4OdkCbwkWwcrcrgttSMjJv9vLw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:35:21.292456
4207,BoredApeYachtClub,95.0,91.37449999999998,overpriced,Bored Bubblegum,Army Green,Golden Brown,Tanktop,Holographic,Safari,Silver Hoop,https://lh3.googleusercontent.com/onqX-N_pQBMK1dVByHQKALUOovzxz58kpN_rPQrjFXcJJ8f36Vm8Gm79z1XtCz3gNndHIF3zZQAEXQdF6Kcn6ml1UPMF9tbRDFIPNQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:35:22.894988
4215,BoredApeYachtClub,95.01,96.215,underpriced,Grin Diamond Grill,Yellow,Brown,,Eyepatch,Bayc Hat Black,,https://lh3.googleusercontent.com/pDlpCzEaQ-jlzLFWahDoe45i0v_-Z11DS-Hta3YUVGhWIpV3LgqwD5AAuQwVfr64dRL98tOz3WwFoje8ixNqz5I8bHXT7UFSK3xrng,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:35:37.266350
4217,BoredApeYachtClub,73.12,79.24699999999999,underpriced,Phoneme L,Gray,Golden Brown,Bone Tee,Cyborg,Sea Captain's Hat,,https://lh3.googleusercontent.com/6ypsMvwZYxxLuZxh_MgKKSC8PPC0TD-a2bzUZNJrYDouSWPLgFvsmMbZMzvrU58wexUI3id6FennmyWQZxpCgOPo5B-HgFiIvYwH5Q,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:35:43.754871
4218,BoredApeYachtClub,125.01,115.376,overpriced,Bored Unshaven,Blue,Golden Brown,,X Eyes,King's Crown,,https://lh3.googleusercontent.com/RdLdCoUmWxi_nyKMoOaMeu4hjwgxrjFzbJLFe36AFTOy4akuaJOJ8jvn9YZcEF93EViaOT88gzNDly2Tn5AUsaoZw2VZ7mf2FLwOWA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:35:46.888610
4219,BoredApeYachtClub,95.01,92.821,overpriced,Grin Gold Grill,Aquamarine,Brown,,Blindfold,Cowboy Hat,,https://lh3.googleusercontent.com/qFCre82f4GOg97-Lqa_rY60PV7sc1t8LQFPw1i_k2--5KawxOy76dyreXlyuubHCGlj0058iHL01Xu2zEjUuUxiYAhxtmeRhK3wghCo,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:35:48.984273
4222,BoredApeYachtClub,172.0,129.84045,overpriced,Bored,Purple,Pink,,Bored,Girl's Hair Short,,https://lh3.googleusercontent.com/x5Tt7t2e9QOVKHu67dTtIvoijBLMeRgGrxmHhcFsBAOT9wJPi-lvmwHkIUYOCPQ5VZ64H4rab212SmBSHuzheIDQhZFlGSsj5WWB7w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,2022-01-15 17:35:53.938675
